"","Code","Texte","Regroupement"
"1568","EBKA004","Remplacement de la bifurcation carotidienne ou de l'artère carotide interne extracrânienne, par cervicotomie","ADC"
"1569","EBCA007","Suture de plaie de l'artère carotide interne extracrânienne, par cervicotomie","ADC"
"1570","EBCA006","Suture de plaie de l'artère carotide externe, par cervicotomie","ADC"
"1571","EBAF003","Dilatation intraluminale de l'artère carotide interne extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1572","EBAF001","Dilatation intraluminale de l'artère carotide interne extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1573","EBAF005","Dilatation intraluminale de l'artère carotide externe sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1574","EBAF006","Dilatation intraluminale de l'artère carotide externe avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1575","EBCA010","Pontage artériel extra-intracrânien sans autogreffe, par craniotomie et par cervicotomie","ADC"
"1576","EBCA011","Pontage artériel extra-intracrânien avec autogreffe, par craniotomie et par cervicotomie","ADC"
"1577","EBCA002","Pontage de l'artère carotide externe, par cervicotomie","ADC"
"1578","EBCA013","Pontage carotidohuméral ou subclaviohuméral, par abord direct","ADC"
"1579","EBFA019","Résection-anastomose de l'artère carotide interne, par cervicotomie","ADC"
"1580","EBFA014","Résection de l'artère carotide interne avec réimplantation dans l'artère carotide commune, par cervicotomie","ADC"
"1581","EBNE002","Coagulation unilatérale de l'artère sphénopalatine, par endoscopie nasale","ATM"
"1582","EBNE001","Coagulation bilatérale de l'artère sphénopalatine, par endoscopie nasale","ATM"
"1583","EBSF003","Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée","ATM"
"1584","EBSF004","Embolisation suprasélective unilatérale ou bilatérale de branche de l'artère carotide externe, par voie artérielle transcutanée","ATM"
"1585","EBSA006","Ligature de l'artère carotide interne, par cervicotomie","ADC"
"1586","EBSA010","Ligature du tronc ou de branche de l'artère carotide externe, par cervicotomie","ADC"
"1587","EBSA001","Ligature de l'artère sphénopalatine ou de l'artère maxillaire, par abord transnasal ou transantral","ADC"
"1588","EBSA008","Ligature unilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure","ADC"
"1589","EBSA004","Ligature bilatérale de l'artère ethmoïdale antérieure et/ou de l'artère ethmoïdale postérieure","ADC"
"1590","EBSA009","Ligature de l'artère sphénopalatine et de l'artère ethmoïdale","ADC"
"1591","EBFA009","Thromboendartériectomie de l'artère carotide externe, par cervicotomie","ADC"
"1592","EBKA002","Remplacement de l'artère carotide interne, par cervicotomie","ADC"
"1593","EBCA016","Suture de plaie de l'artère vertébrale proximale, par cervicotomie","ADC"
"1594","EBAF013","Dilatation intraluminale de l'artère vertébrale extracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1595","EBAF014","Dilatation intraluminale de l'artère vertébrale extracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1596","EAAF903","Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1597","EAAF902","Dilatation intraluminale de l'artère vertébrale intracrânienne ou de l'artère basilaire avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1598","EBCA014","Pontage carotidovertébral proximal ou subclaviovertébral proximal, par cervicotomie","ADC"
"1599","EBCA005","Pontage carotidovertébral distal ou subclaviovertébral distal, par cervicotomie","ADC"
"1600","EBEA002","Réimplantation de l'artère vertébrale proximale dans l'artère subclavière ou dans l'artère carotide commune, par cervicotomie","ADC"
"1601","EBEA004","Réimplantation de l'artère vertébrale distale dans l'artère carotide interne ou dans l'artère carotide externe, par cervicotomie","ADC"
"1602","EBSA007","Ligature de l'artère vertébrale proximale, par cervicotomie","ADC"
"1603","EBSA002","Ligature de l'artère vertébrale distale, par cervicotomie","ADC"
"1604","EBFA018","Résection-anastomose ou remplacement de l'artère vertébrale proximale, par cervicotomie","ADC"
"1605","EBFA017","Thromboendartériectomie de l'artère vertébrale proximale, par cervicotomie","ADC"
"1606","EBPA003","Décompression de l'artère vertébrale intratransversaire, par cervicotomie","ADC"
"1607","EACF002","Inversion du flux d'un anévrisme artériel intracrânien en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1608","EACF001","Inversion du flux d'un anévrisme artériel intracrânien en période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1609","EAAF004","Dilatation intraluminale du tronc de l'artère carotide interne intracrânienne sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1610","EAAF002","Dilatation intraluminale du tronc de l'artère carotide interne intracrânienne avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1611","EAAF901","Dilatation intraluminale de branche de l'artère carotide interne sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1612","EAAF900","Dilatation intraluminale de branche de l'artère carotide interne avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1613","EANF002","Fibrinolyse in situ suprasélective d'artère intracrânienne, par voie artérielle transcutanée","ATM"
"1614","EAJF341","Évacuation de thrombus d'artère intracrânienne par voie artérielle transcutanée","ATM"
"1615","EAFA001","Embolectomie ou thromboendartériectomie de vaisseau intracrânien, par craniotomie","ADC"
"1616","EASF014","Embolisation sélective ou hypersélective unilatérale ou bilatérale de branche de l'artère carotide interne, par voie artérielle transcutanée","ATM"
"1617","EASF004","Embolisation suprasélective unilatérale ou bilatérale de branche de l'artère carotide interne, par voie artérielle transcutanée","ATM"
"1618","EASF011","Oblitération d'un anévrisme sacculaire artériel intracrânien en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1619","EASF010","Oblitération d'un anévrisme sacculaire artériel intracrânien en période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1620","EASF001","Oblitération de plusieurs anévrismes sacculaires artériels intracrâniens en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1621","EASF013","Oblitération de plusieurs anévrismes sacculaires artériels intracrâniens en période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1622","EASF008","Oblitération intraluminale d'une artère intracrânienne porteuse d'un anévrisme en dehors d'une période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1623","EASF007","Oblitération intraluminale d'une artère intracrânienne porteuse d'un anévrisme en période aigüe hémorragique, par voie artérielle transcutanée","ATM"
"1624","EACA007","Exclusion d'un anévrisme artériel supratentoriel d'un diamètre inférieur ou égal à 20 mm, par craniotomie","ADC"
"1625","EACA004","Exclusion d'un anévrisme artériel vertébrobasilaire d'un diamètre inférieur ou égal à 20 mm, par craniotomie","ADC"
"1626","EACA003","Exclusion d'un anévrisme artériel intracrânien d'un diamètre supérieur à 20 mm, par craniotomie","ADC"
"1627","EACA002","Exclusion d'anévrismes artériels intracrâniens multiples, par craniotomie unique","ADC"
"1628","EABA001","Enrobage d'un anévrisme artériel intracrânien, par craniotomie","ADC"
"1629","ECCA004","Suture de plaie d'une artère du membre supérieur, par abord direct","ADC"
"1630","ECCA010","Suture de plaie de l'artère subclavière, par cervicotomie","ADC"
"1631","ECCA005","Suture de plaie d’une artère, sur un rayon de la main","ADC"
"1632","ECCA001","Suture de plaies de 2 artères, sur un rayon de la main","ADC"
"1633","ECAF002","Dilatation intraluminale d'une artère du membre supérieur sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1634","ECAF001","Dilatation intraluminale d'une artère du membre supérieur avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1635","ECLF003","Pose d'endoprothèse couverte dans une artère du membre supérieur, par voie artérielle transcutanée","ATM"
"1636","ECNF002","Fibrinolyse in situ sélective ou hypersélective d'une artère ou d'un pontage artériel du membre supérieur, par voie artérielle transcutanée","ATM"
"1637","ECNF001","Fibrinolyse in situ suprasélective d'une artère ou d'un pontage artériel du membre supérieur, par voie artérielle transcutanée","ATM"
"1638","ECPF003","Recanalisation d'une artère du membre supérieur sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1639","ECPF002","Recanalisation d'une artère du membre supérieur avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1640","ECPF001","Recanalisation d'une artère du membre supérieur avec pose d'endoprothèse couverte, par voie artérielle transcutanée","ATM"
"1641","ECJF001","Thromboaspiration d'artère ou de pontage artériel du membre supérieur, par voie artérielle transcutanée","ATM"
"1642","ECFA002","Thrombectomie d'une artère du membre supérieur, par abord direct","ADC"
"1643","ECFA004","Thromboendartériectomie de l'artère subclavière, par cervicotomie","ADC"
"1644","ECFA003","Thromboendartériectomie de l'artère subclavière, par thoracotomie","ADC"
"1645","ECCA007","Pontage homolatéral subclavioaxillaire, par abord direct","ADC"
"1646","ECCA009","Pontage croisé intersubclavier, interaxillaire ou intersubclavioaxillaire, par cervicotomie","ADC"
"1647","ECCA003","Pontage d'une artère du membre supérieur, par abord direct","ADC"
"1648","ECCA002","Pontage d'une artère de la main, par abord direct","ADC"
"1649","ECFA005","Résection-anastomose d'artère du membre supérieur, par abord direct","ADC"
"1650","ECFA006","Résection-anastomose de l'artère subclavière, par cervicotomie","ADC"
"1651","ECMA001","Reconstruction de l'artère et/ou de la veine subclavière avec résection de côte, par abord direct","ADC"
"1652","ECKA002","Remplacement de l'artère subclavière, par cervicotomie","ADC"
"1653","ECSF008","Embolisation sélective ou hypersélective d'une artère du membre supérieur, par voie artérielle transcutanée","ATM"
"1654","ECSF002","Embolisation suprasélective d'une artère du membre supérieur, par voie artérielle transcutanée","ATM"
"1655","ECNH001","Sclérose d'une tumeur ou d'une malformation vasculaire du membre supérieur, par injection transcutanée intralésionnelle d'agent pharmacologique avec guidage radiologique","ATM"
"1656","ECSF003","Oblitération d'un anévrisme sacculaire artériel du membre supérieur, par voie artérielle transcutanée","ATM"
"1657","ECSF001","Oblitération de plusieurs anévrismes sacculaires artériels du membre supérieur, par voie artérielle transcutanée","ATM"
"1658","ECSA003","Ligature d'une artère du membre supérieur, par abord direct","ADC"
"1659","ECSA001","Ligature de l'artère subclavière, par cervicotomie","ADC"
"1660","ECLF005","Injection intraartérielle in situ sélective ou hypersélective d'agent pharmacologique anticancéreux au membre supérieur, par voie artérielle transcutanée","ATM"
"1661","ECLF006","Injection intraartérielle in situ suprasélective d'agent pharmacologique anticancéreux au membre supérieur, par voie artérielle transcutanée","ATM"
"1662","EBNF001","Fibrinolyse in situ sélective ou hypersélective d'une artère extracrânienne à destination cervicocéphalique, par voie artérielle transcutanée","ATM"
"1663","EBNF002","Fibrinolyse in situ suprasélective d'une artère extracrânienne à destination cervicocéphalique, par voie artérielle transcutanée","ATM"
"1664","EBFA013","Thrombectomie d'un pontage ou d'une thromboendartériectomie d'artère à destination cervicocéphalique, par cervicotomie","ADC"
"1665","EBFA004","Thrombectomie d'un pontage ou d'une thromboendartériectomie des troncs supraaortiques, par thoracotomie","ADC"
"1666","EBLF002","Injection intraartérielle cervicocéphalique in situ sélective ou hypersélective d'agent pharmacologique anticancéreux, par voie artérielle transcutanée","ATM"
"1667","EBLF003","Injection intraartérielle cervicocéphalique in situ suprasélective d'agent pharmacologique anticancéreux, par voie artérielle transcutanée","ATM"
"1668","EBLA001","Pose d'un cathéter dans une artère cervicocéphalique pour chimiothérapie, par cervicotomie","ADC"
"1669","EBSA012","Hémostase secondaire à un acte sur les vaisseaux cervicocéphaliques, par cervicotomie","ADC"
"1670","DGCA001","Suture de plaie de l'aorte abdominale, d'une artère iliaque commune et/ou d'une artère iliaque externe, par laparotomie","ADC"
"1671","DGAF008","Dilatation intraluminale de l'aorte abdominale sans pose d'endoprothèse, par voie artérielle transcutanée","ATM"
"1672","DGAF005","Dilatation intraluminale de l'aorte abdominale avec pose d'endoprothèse, par voie artérielle transcutanée","ATM"
