CIM_COD;CIM_LIB;ALD_030_COD;CAT_CIM_COD;VER_CPT_COD;VER_CPT_DTE;CAT_TUM_COD
C186;Tumeur maligne du côlon descendant;30;C18;V8.0;02JUL2017:00:00:00;4.0
C187;Tumeur maligne du côlon sigmoïde;30;C18;V8.0;02JUL2017:00:00:00;4.0
C188;Tumeur maligne à localisations contiguës du côlon;30;C18;V8.0;02JUL2017:00:00:00;4.0
C189;Tumeur maligne du côlon, sans précision;30;C18;V8.0;02JUL2017:00:00:00;4.0
C19;Tumeur maligne de la jonction recto-sigmoïdienne;30;C19;V8.0;02JUL2017:00:00:00;4.0
C20;Tumeur maligne du rectum;30;C20;V8.0;02JUL2017:00:00:00;4.0
C21;Tumeur maligne de l'anus et du canal anal;30;C21;V8.0;02JUL2017:00:00:00;4.0
C210;Tumeur maligne de l'anus, sans précision;30;C21;V8.0;02JUL2017:00:00:00;4.0
C211;Tumeur maligne du canal anal;30;C21;V8.0;02JUL2017:00:00:00;4.0
C212;Tumeur maligne de la zone cloacale;30;C21;V8.0;02JUL2017:00:00:00;4.0
C218;Tumeur maligne à localisations contiguës du rectum, de l'anus et du canal anal;30;C21;V8.0;02JUL2017:00:00:00;4.0
C22;Tumeur maligne du foie et des voies biliaires intrahépatiques;30;C22;V8.0;02JUL2017:00:00:00;5.0
C220;Carcinome hépatocellulaire;30;C22;V8.0;02JUL2017:00:00:00;5.0
C221;Carcinome du canal biliaire intrahépatique;30;C22;V8.0;02JUL2017:00:00:00;5.0
C222;Hépatoblastome;30;C22;V8.0;02JUL2017:00:00:00;5.0
C223;Angiosarcome du foie;30;C22;V8.0;02JUL2017:00:00:00;5.0
C224;Autres sarcomes du foie;30;C22;V8.0;02JUL2017:00:00:00;5.0
C227;Autres carcinomes du foie précisés;30;C22;V8.0;02JUL2017:00:00:00;5.0
C229;Tumeur maligne du foie, sans précision;30;C22;V8.0;02JUL2017:00:00:00;5.0
C23;Tumeur maligne de la vésicule biliaire;30;C23;V8.0;02JUL2017:00:00:00;99.0
C24;Tumeurs malignes des voies biliaires, autres et non précisées;30;C24;V8.0;02JUL2017:00:00:00;99.0
C240;Tumeur maligne du canal biliaire extra-hépatique;30;C24;V8.0;02JUL2017:00:00:00;99.0
C241;Tumeur maligne de l'ampoule de Vater;30;C24;V8.0;02JUL2017:00:00:00;99.0
C248;Tumeur maligne à localisations contiguës des voies biliaires;30;C24;V8.0;02JUL2017:00:00:00;99.0
C249;Tumeur maligne des voies biliaires, sans précision;30;C24;V8.0;02JUL2017:00:00:00;99.0
C25;Tumeur maligne du pancréas;30;C25;V8.0;02JUL2017:00:00:00;6.0
C250;Tumeur maligne de la tête du pancréas;30;C25;V8.0;02JUL2017:00:00:00;6.0
C251;Tumeur maligne du corps du pancréas;30;C25;V8.0;02JUL2017:00:00:00;6.0
C252;Tumeur maligne de la queue du pancréas;30;C25;V8.0;02JUL2017:00:00:00;6.0
C253;Tumeur maligne du canal pancréatique;30;C25;V8.0;02JUL2017:00:00:00;6.0
C254;Tumeur maligne du pancréas endocrine;30;C25;V8.0;02JUL2017:00:00:00;6.0
C257;Tumeur maligne d'autres parties du pancréas;30;C25;V8.0;02JUL2017:00:00:00;6.0
C258;Tumeur maligne à localisations contiguës du pancréas;30;C25;V8.0;02JUL2017:00:00:00;6.0
C259;Tumeur maligne du pancréas, sans précision;30;C25;V8.0;02JUL2017:00:00:00;6.0
C26;Tumeur maligne des organes digestifs, de sièges autres et mal définis;30;C26;V8.0;02JUL2017:00:00:00;99.0
C260;Tumeur maligne du tractus intestinal, (partie non précisée);30;C26;V8.0;02JUL2017:00:00:00;99.0
C261;Tumeur maligne de la rate;30;C26;V8.0;02JUL2017:00:00:00;99.0
C268;Tumeur maligne à localisations contiguës de l'appareil digestif;30;C26;V8.0;02JUL2017:00:00:00;99.0
C269;Tumeur maligne de sièges mal définis de l'appareil digestif;30;C26;V8.0;02JUL2017:00:00:00;99.0
C30;Tumeur maligne des fosses nasales et de l'oreille moyenne;30;C30;V8.0;02JUL2017:00:00:00;99.0
C300;Tumeur maligne des fosses nasales;30;C30;V8.0;02JUL2017:00:00:00;99.0
C301;Tumeur maligne de l'oreille moyenne;30;C30;V8.0;02JUL2017:00:00:00;99.0
C31;Tumeur maligne des sinus de la face;30;C31;V8.0;02JUL2017:00:00:00;99.0
C310;Tumeur maligne du sinus maxillaire;30;C31;V8.0;02JUL2017:00:00:00;99.0
C311;Tumeur maligne du sinus ethmoïdal;30;C31;V8.0;02JUL2017:00:00:00;99.0
C312;Tumeur maligne du sinus frontal;30;C31;V8.0;02JUL2017:00:00:00;99.0
C313;Tumeur maligne du sinus sphénoïdal;30;C31;V8.0;02JUL2017:00:00:00;99.0
C318;Tumeur maligne à localisations contiguës des sinus de la face;30;C31;V8.0;02JUL2017:00:00:00;99.0
C319;Tumeur maligne des sinus de la face, sans précision;30;C31;V8.0;02JUL2017:00:00:00;99.0
C32;Tumeur maligne du larynx;30;C32;V8.0;02JUL2017:00:00:00;7.0
C320;Tumeur maligne de la glotte;30;C32;V8.0;02JUL2017:00:00:00;7.0
C321;Tumeur maligne de l'étage sus-glottique;30;C32;V8.0;02JUL2017:00:00:00;7.0
C322;Tumeur maligne de l'étage sous-glottique;30;C32;V8.0;02JUL2017:00:00:00;7.0
C323;Tumeur maligne du cartilage laryngé;30;C32;V8.0;02JUL2017:00:00:00;7.0
C328;Tumeur maligne à localisations contiguës du larynx;30;C32;V8.0;02JUL2017:00:00:00;7.0
C329;Tumeur maligne du larynx, sans précision;30;C32;V8.0;02JUL2017:00:00:00;7.0
C33;Tumeur maligne de la trachée;30;C33;V8.0;02JUL2017:00:00:00;8.0
C34;Tumeur maligne des bronches et du poumon;30;C34;V8.0;02JUL2017:00:00:00;8.0
C340;Tumeur maligne de la bronche souche;30;C34;V8.0;02JUL2017:00:00:00;8.0
C341;Tumeur maligne du lobe supérieur, bronches ou poumon;30;C34;V8.0;02JUL2017:00:00:00;8.0
C342;Tumeur maligne du lobe moyen, bronches ou poumon;30;C34;V8.0;02JUL2017:00:00:00;8.0
C343;Tumeur maligne du lobe inférieur, bronches ou poumon;30;C34;V8.0;02JUL2017:00:00:00;8.0
C348;Tumeur maligne à localisations contiguës des bronches et du poumon;30;C34;V8.0;02JUL2017:00:00:00;8.0
C349;Tumeur maligne de bronche ou du poumon, sans précision;30;C34;V8.0;02JUL2017:00:00:00;8.0
C37;Tumeur maligne du thymus;30;C37;V8.0;02JUL2017:00:00:00;99.0
C38;Tumeur maligne du coeur, du médiastin et de la plèvre;30;C38;V8.0;02JUL2017:00:00:00;99.0
C380;Tumeur maligne du coeur;30;C38;V8.0;02JUL2017:00:00:00;99.0
C381;Tumeur maligne du médiastin antérieur;30;C38;V8.0;02JUL2017:00:00:00;99.0
C382;Tumeur maligne du médiastin postérieur;30;C38;V8.0;02JUL2017:00:00:00;99.0
C383;Tumeur maligne du médiastin, partie non précisée;30;C38;V8.0;02JUL2017:00:00:00;99.0
C384;Tumeur maligne de la plèvre;30;C38;V8.0;02JUL2017:00:00:00;99.0
C388;Tumeur maligne à localisations contiguës du coeur, du médiastin et de la plèvre;30;C38;V8.0;02JUL2017:00:00:00;99.0
C39;Tumeur maligne de l'appareil respiratoire et des organes intrathoraciques, de sièges autres et mal définis;30;C39;V8.0;02JUL2017:00:00:00;99.0
C390;Tumeur maligne des voies respiratoires supérieures, partie non précisée;30;C39;V8.0;02JUL2017:00:00:00;99.0
C398;Tumeur maligne à localisations contiguës des organes respiratoires et intrathoraciques;30;C39;V8.0;02JUL2017:00:00:00;99.0
C399;Tumeur maligne de sièges mal définis de l'appareil respiratoire;30;C39;V8.0;02JUL2017:00:00:00;99.0
C40;Tumeur maligne des os et du cartilage articulaire des membres;30;C40;V8.0;02JUL2017:00:00:00;99.0
C400;Tumeur maligne de l'omoplate et des os longs du membre supérieur;30;C40;V8.0;02JUL2017:00:00:00;99.0
C401;Tumeur maligne des os courts du membre supérieur;30;C40;V8.0;02JUL2017:00:00:00;99.0
C402;Tumeur maligne des os longs du membre inférieur;30;C40;V8.0;02JUL2017:00:00:00;99.0
C403;Tumeur maligne des os courts du membre inférieur;30;C40;V8.0;02JUL2017:00:00:00;99.0
C408;Tumeur maligne à localisations contiguës des os et du cartilage articulaire des membres;30;C40;V8.0;02JUL2017:00:00:00;99.0
C409;Tumeur maligne des os et du cartilage articulaire d'un membre, sans précision;30;C40;V8.0;02JUL2017:00:00:00;99.0
C41;Tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés;30;C41;V8.0;02JUL2017:00:00:00;99.0
C410;Tumeur maligne des os du crâne et de la face;30;C41;V8.0;02JUL2017:00:00:00;99.0
C411;Tumeur maligne de la mandibule;30;C41;V8.0;02JUL2017:00:00:00;99.0
C412;Tumeur maligne du rachis;30;C41;V8.0;02JUL2017:00:00:00;99.0
C413;Tumeur maligne des côtes, du sternum et de la clavicule;30;C41;V8.0;02JUL2017:00:00:00;99.0
C414;Tumeur maligne des os du pelvis, du sacrum et du coccyx;30;C41;V8.0;02JUL2017:00:00:00;99.0
C418;Tumeur maligne à localisations contiguës des os et du cartilage articulaire;30;C41;V8.0;02JUL2017:00:00:00;99.0
C419;Tumeur maligne des os et du cartilage articulaire, sans précision;30;C41;V8.0;02JUL2017:00:00:00;99.0
C43;Mélanome malin de la peau;30;C43;V8.0;02JUL2017:00:00:00;9.0
C430;Mélanome malin de la lèvre;30;C43;V8.0;02JUL2017:00:00:00;9.0
C431;Mélanome malin de la paupière, y compris le canthus;30;C43;V8.0;02JUL2017:00:00:00;9.0
C432;Mélanome malin de l'oreille et du conduit auditif externe;30;C43;V8.0;02JUL2017:00:00:00;9.0
C433;Mélanome malin de la face, parties autres et non précisées;30;C43;V8.0;02JUL2017:00:00:00;9.0
C434;Mélanome malin du cuir chevelu et du cou;30;C43;V8.0;02JUL2017:00:00:00;9.0
C435;Mélanome malin du tronc;30;C43;V8.0;02JUL2017:00:00:00;9.0
C436;Mélanome malin du membre supérieur, y compris l'épaule;30;C43;V8.0;02JUL2017:00:00:00;9.0
C437;Mélanome malin du membre inférieur, y compris la hanche;30;C43;V8.0;02JUL2017:00:00:00;9.0
C438;Lésion à localisations contiguës d'un mélanome malin de la peau;30;C43;V8.0;02JUL2017:00:00:00;9.0
C439;Mélanome (malin) de la peau, sans précision;30;C43;V8.0;02JUL2017:00:00:00;9.0
C44;Autres tumeurs malignes de la peau;30;C44;V8.0;02JUL2017:00:00:00;99.0
C440;Tumeur maligne de la face cutanée de la lèvre;30;C44;V8.0;02JUL2017:00:00:00;99.0
C441;Tumeur maligne de la peau de la paupière, y compris le canthus;30;C44;V8.0;02JUL2017:00:00:00;99.0
C442;Tumeur maligne de la peau de l'oreille et du conduit auditif externe;30;C44;V8.0;02JUL2017:00:00:00;99.0
C443;Tumeur maligne de la peau de la face, parties autres et non précisées;30;C44;V8.0;02JUL2017:00:00:00;99.0
C444;Tumeur maligne de la peau du cuir chevelu et du cou;30;C44;V8.0;02JUL2017:00:00:00;99.0
C445;Tumeur maligne de la peau du tronc;30;C44;V8.0;02JUL2017:00:00:00;99.0
C446;Tumeur maligne de la peau du membre supérieur, y compris l'épaule;30;C44;V8.0;02JUL2017:00:00:00;99.0
C447;Tumeur maligne de la peau du membre inférieur, y compris la hanche;30;C44;V8.0;02JUL2017:00:00:00;99.0
C448;Tumeur maligne à localisations contiguës de la peau;30;C44;V8.0;02JUL2017:00:00:00;99.0
C449;Tumeur maligne de la peau, sans précision;30;C44;V8.0;02JUL2017:00:00:00;99.0
C45;Mésothéliome;30;C45;V8.0;02JUL2017:00:00:00;99.0
C450;Mésothéliome de la plèvre;30;C45;V8.0;02JUL2017:00:00:00;99.0
C451;Mésothéliome du péritoine;30;C45;V8.0;02JUL2017:00:00:00;99.0
C452;Mésothéliome du péricarde;30;C45;V8.0;02JUL2017:00:00:00;99.0
C457;Mésothéliome d'autres sièges;30;C45;V8.0;02JUL2017:00:00:00;99.0
C459;Mésothéliome, sans précision;30;C45;V8.0;02JUL2017:00:00:00;99.0
C46;Sarcome de Kaposi;30;C46;V8.0;02JUL2017:00:00:00;99.0
C460;Sarcome de Kaposi de la peau;30;C46;V8.0;02JUL2017:00:00:00;99.0
C461;Sarcome de Kaposi des tissus mous;30;C46;V8.0;02JUL2017:00:00:00;99.0
C462;Sarcome de Kaposi du palais;30;C46;V8.0;02JUL2017:00:00:00;99.0
C463;Sarcome de Kaposi des ganglions lymphatiques;30;C46;V8.0;02JUL2017:00:00:00;99.0
C467;Sarcome de Kaposi d'autres sièges;30;C46;V8.0;02JUL2017:00:00:00;99.0
C4670;Sarcome de Kaposi de la sphère O.R.L.;30;C46;V8.0;02JUL2017:00:00:00;99.0
C4671;Sarcome de Kaposi digestif;30;C46;V8.0;02JUL2017:00:00:00;99.0
C4672;Sarcome de Kaposi pulmonaire;30;C46;V8.0;02JUL2017:00:00:00;99.0
C4678;Sarcome de Kaposi d'autres localisations;30;C46;V8.0;02JUL2017:00:00:00;99.0
C468;Sarcome de Kaposi d'organes multiples;30;C46;V8.0;02JUL2017:00:00:00;99.0
C469;Sarcome de Kaposi, sans précision;30;C46;V8.0;02JUL2017:00:00:00;99.0
C47;Tumeur maligne des nerfs périphériques et du système nerveux autonome;30;C47;V8.0;02JUL2017:00:00:00;99.0
C470;Tumeur maligne des nerfs périphériques de la tête, de la face et du cou;30;C47;V8.0;02JUL2017:00:00:00;99.0
C471;Tumeur maligne des nerfs périphériques du membre supérieur, y compris l'épaule;30;C47;V8.0;02JUL2017:00:00:00;99.0
C472;Tumeur maligne des nerfs périphériques du membre inférieur, y compris la hanche;30;C47;V8.0;02JUL2017:00:00:00;99.0
C473;Tumeur maligne des nerfs périphériques du thorax;30;C47;V8.0;02JUL2017:00:00:00;99.0
C474;Tumeur maligne des nerfs périphériques de l'abdomen;30;C47;V8.0;02JUL2017:00:00:00;99.0
C475;Tumeur maligne des nerfs périphériques du pelvis;30;C47;V8.0;02JUL2017:00:00:00;99.0
C476;Tumeur maligne des nerfs périphériques du tronc, sans précision;30;C47;V8.0;02JUL2017:00:00:00;99.0
C478;Tumeur maligne à localisations contiguës des nerfs périphériques et du système nerveux autonome;30;C47;V8.0;02JUL2017:00:00:00;99.0
C479;Tumeur maligne des nerfs périphériques et du système nerveux autonome, sans précision;30;C47;V8.0;02JUL2017:00:00:00;99.0
C48;Tumeur maligne du rétropéritoine et du péritoine;30;C48;V8.0;02JUL2017:00:00:00;99.0
C480;Tumeur maligne du rétropéritoine;30;C48;V8.0;02JUL2017:00:00:00;99.0
C481;Tumeur maligne des parties précisées du péritoine;30;C48;V8.0;02JUL2017:00:00:00;99.0
C482;Tumeur maligne du péritoine, sans précision;30;C48;V8.0;02JUL2017:00:00:00;99.0
C488;Tumeur maligne à localisations contiguës du rétropéritoine et du péritoine;30;C48;V8.0;02JUL2017:00:00:00;99.0
C49;Tumeur maligne du tissu conjonctif et des autres tissus mous;30;C49;V8.0;02JUL2017:00:00:00;99.0
C490;Tumeur maligne du tissu conjonctif et des autres tissus mous de la tête, de la face et du cou;30;C49;V8.0;02JUL2017:00:00:00;99.0
C491;Tumeur maligne du tissu conjonctif et des autres tissus mous du membre supérieur, y compris l'épaule;30;C49;V8.0;02JUL2017:00:00:00;99.0
C492;Tumeur maligne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche;30;C49;V8.0;02JUL2017:00:00:00;99.0
C493;Tumeur maligne du tissu conjonctif et des autres tissus mous du thorax;30;C49;V8.0;02JUL2017:00:00:00;99.0
C494;Tumeur maligne du tissu conjonctif et des autres tissus mous de l'abdomen;30;C49;V8.0;02JUL2017:00:00:00;99.0
C495;Tumeur maligne du tissu conjonctif et des autres tissus mous du pelvis;30;C49;V8.0;02JUL2017:00:00:00;99.0
C496;Tumeur maligne du tissu conjonctif et des autres tissus mous du tronc, sans précision;30;C49;V8.0;02JUL2017:00:00:00;99.0
C498;Tumeur maligne à localisations contiguës du tissu conjonctif et des autres tissus mous;30;C49;V8.0;02JUL2017:00:00:00;99.0
C72;Tumeur maligne de la moelle épinière, des nerfs crâniens et d'autres parties du système nerveux central;30;C72;V8.0;02JUL2017:00:00:00;18.0
C720;Tumeur maligne de la moelle épinière;30;C72;V8.0;02JUL2017:00:00:00;18.0
C721;Tumeur maligne de la queue de cheval;30;C72;V8.0;02JUL2017:00:00:00;18.0
C722;Tumeur maligne du nerf olfactif;30;C72;V8.0;02JUL2017:00:00:00;18.0
C723;Tumeur maligne du nerf optique;30;C72;V8.0;02JUL2017:00:00:00;18.0
C724;Tumeur maligne du nerf auditif;30;C72;V8.0;02JUL2017:00:00:00;18.0
C725;Tumeur maligne des nerfs crâniens, autres et non précisés;30;C72;V8.0;02JUL2017:00:00:00;18.0
C728;Tumeur maligne à localisations contiguës de l'encéphale et d'autres parties du système nerveux central;30;C72;V8.0;02JUL2017:00:00:00;18.0
C729;Tumeur maligne du système nerveux (central), sans précision;30;C72;V8.0;02JUL2017:00:00:00;18.0
C73;Tumeur maligne de la thyroïde;30;C73;V8.0;02JUL2017:00:00:00;19.0
C74;Tumeur maligne de la surrénale;30;C74;V8.0;02JUL2017:00:00:00;99.0
C740;Tumeur maligne du cortex de la surrénale;30;C74;V8.0;02JUL2017:00:00:00;99.0
C741;Tumeur maligne de la médullosurrénale;30;C74;V8.0;02JUL2017:00:00:00;99.0
C749;Tumeur maligne de la surrénale, sans précision;30;C74;V8.0;02JUL2017:00:00:00;99.0
C75;Tumeur maligne d'autres glandes endocrines et structures apparentées;30;C75;V8.0;02JUL2017:00:00:00;99.0
C750;Tumeur maligne de la parathyroïde;30;C75;V8.0;02JUL2017:00:00:00;99.0
C751;Tumeur maligne de l'hypophyse;30;C75;V8.0;02JUL2017:00:00:00;99.0
C752;Tumeur maligne du tractus cranio-pharyngien;30;C75;V8.0;02JUL2017:00:00:00;99.0
C753;Tumeur maligne de l'épiphyse;30;C75;V8.0;02JUL2017:00:00:00;99.0
C754;Tumeur maligne du corpuscule carotidien;30;C75;V8.0;02JUL2017:00:00:00;99.0
C755;Tumeur maligne du glomus aortique et autres paraganglions;30;C75;V8.0;02JUL2017:00:00:00;99.0
C758;Tumeur maligne de plusieurs glandes endocrines, sans précision;30;C75;V8.0;02JUL2017:00:00:00;99.0
C759;Tumeur maligne d'une glande endocrine, sans précision;30;C75;V8.0;02JUL2017:00:00:00;99.0
C76;Tumeur maligne de sièges autres et mal définis;30;C76;V8.0;02JUL2017:00:00:00;99.0
C760;Tumeur maligne de siège mal défini de la tête, de la face et du cou;30;C76;V8.0;02JUL2017:00:00:00;99.0
C761;Tumeur maligne de siège mal défini du thorax;30;C76;V8.0;02JUL2017:00:00:00;99.0
C762;Tumeur maligne de siège mal défini de l'abdomen;30;C76;V8.0;02JUL2017:00:00:00;99.0
C763;Tumeur maligne de siège mal défini du pelvis;30;C76;V8.0;02JUL2017:00:00:00;99.0
C764;Tumeur maligne de siège mal défini d'un membre supérieur;30;C76;V8.0;02JUL2017:00:00:00;99.0
C765;Tumeur maligne de siège mal défini d'un membre inférieur;30;C76;V8.0;02JUL2017:00:00:00;99.0
C767;Tumeur maligne d'autres sièges mal définis;30;C76;V8.0;02JUL2017:00:00:00;99.0
C768;Tumeur maligne à localisations contiguës de sièges autres et mal définis;30;C76;V8.0;02JUL2017:00:00:00;99.0
C77;Tumeur maligne des ganglions lymphatiques, secondaire et non précisée;30;C77;V8.0;02JUL2017:00:00:00;99.0
C770;Tumeur maligne secondaire et non précisée des ganglions lymphatiques de la tête, de la face et du cou;30;C77;V8.0;02JUL2017:00:00:00;99.0
C771;Tumeur maligne secondaire et non précisée des ganglions lymphatiques intrathoraciques;30;C77;V8.0;02JUL2017:00:00:00;99.0
C772;Tumeur maligne secondaire et non précisée des ganglions lymphatiques intra-abdominaux;30;C77;V8.0;02JUL2017:00:00:00;99.0
C773;Tumeur maligne secondaire et non précisée des ganglions lymphatiques de l'aisselle et du membre supérieur;30;C77;V8.0;02JUL2017:00:00:00;99.0
C774;Tumeur maligne secondaire et non précisée des ganglions lymphatiques inguinaux et du membre inférieur;30;C77;V8.0;02JUL2017:00:00:00;99.0
C775;Tumeur maligne secondaire et non précisée des ganglions lymphatiques intrapelviens;30;C77;V8.0;02JUL2017:00:00:00;99.0
C778;Tumeur maligne secondaire et non précisée des ganglions lymphatiques de sièges multiples;30;C77;V8.0;02JUL2017:00:00:00;99.0
C779;Tumeur maligne secondaire et non précisée d'un ganglion lymphatique, sans précision;30;C77;V8.0;02JUL2017:00:00:00;99.0
C78;Tumeur maligne secondaire des organes respiratoires et digestifs;30;C78;V8.0;02JUL2017:00:00:00;99.0
C780;Tumeur maligne secondaire du poumon;30;C78;V8.0;02JUL2017:00:00:00;99.0
C781;Tumeur maligne secondaire du médiastin;30;C78;V8.0;02JUL2017:00:00:00;99.0
C782;Tumeur maligne secondaire de la plèvre;30;C78;V8.0;02JUL2017:00:00:00;99.0
C783;Tumeur maligne secondaire des organes respiratoires, autres et non précisés;30;C78;V8.0;02JUL2017:00:00:00;99.0
C784;Tumeur maligne secondaire de l'intestin grêle;30;C78;V8.0;02JUL2017:00:00:00;99.0
C785;Tumeur maligne secondaire du gros intestin et du rectum;30;C78;V8.0;02JUL2017:00:00:00;99.0
C786;Tumeur maligne secondaire du rétropéritoine et du péritoine;30;C78;V8.0;02JUL2017:00:00:00;99.0
C787;Tumeur maligne secondaire du foie et des voies biliaires intrahépatiques;30;C78;V8.0;02JUL2017:00:00:00;99.0
C788;Tumeur maligne secondaire des organes digestifs, autres et non précisés;30;C78;V8.0;02JUL2017:00:00:00;99.0
C79;Tumeur maligne secondaire de sièges autres et non précisés;30;C79;V8.0;02JUL2017:00:00:00;99.0
C790;Tumeur maligne secondaire du rein et du bassinet;30;C79;V8.0;02JUL2017:00:00:00;99.0
C791;Tumeur maligne secondaire de la vessie et des organes urinaires, autres et non précisés;30;C79;V8.0;02JUL2017:00:00:00;99.0
C792;Tumeur maligne secondaire de la peau;30;C79;V8.0;02JUL2017:00:00:00;99.0
C793;Tumeur maligne secondaire du cerveau et des méninges cérébrales;30;C79;V8.0;02JUL2017:00:00:00;99.0
C794;Tumeur maligne secondaire de parties du système nerveux, autres et non précisées;30;C79;V8.0;02JUL2017:00:00:00;99.0
C795;Tumeur maligne secondaire des os et de la moelle osseuse;30;C79;V8.0;02JUL2017:00:00:00;99.0
C796;Tumeur maligne secondaire de l'ovaire;30;C79;V8.0;02JUL2017:00:00:00;99.0
C797;Tumeur maligne secondaire de la glande surrénale;30;C79;V8.0;02JUL2017:00:00:00;99.0
C798;Tumeur maligne secondaire d'autres sièges précisés;30;C79;V8.0;02JUL2017:00:00:00;99.0
C799;Tumeur maligne secondaire de siège non précisé;30;C79;V8.0;02JUL2017:00:00:00;99.0
C80;Tumeur maligne de siège non précisé;30;C80;V8.0;02JUL2017:00:00:00;99.0
C800;Tumeur maligne de siège primitif non précisé, ainsi décrit;30;C80;V8.0;02JUL2017:00:00:00;99.0
C809;Tumeur maligne de siège primitif non précisée;30;C80;V8.0;02JUL2017:00:00:00;99.0
C81;Lymphome de Hodgkin;30;C81;V8.0;02JUL2017:00:00:00;20.0
C810;Lymphome de Hodgkin à prédominance lymphocytaire, forme nodulaire;30;C81;V8.0;02JUL2017:00:00:00;20.0
C811;Lymphome de Hodgkin (classique), sclérose nodulaire;30;C81;V8.0;02JUL2017:00:00:00;20.0
C812;Lymphome de Hodgkin (classique), à cellularité mixte;30;C81;V8.0;02JUL2017:00:00:00;20.0
C813;Lymphome de Hodgkin (classique), à déplétion lymphocytaire;30;C81;V8.0;02JUL2017:00:00:00;20.0
C814;Lymphome de Hodgkin (classique), riche en lymphocytes;30;C81;V8.0;02JUL2017:00:00:00;20.0
C817;Autres formes de lymphome de Hodgkin (classique);30;C81;V8.0;02JUL2017:00:00:00;20.0
C819;Lymphome de Hodgkin, sans précision;30;C81;V8.0;02JUL2017:00:00:00;20.0
C82;Lymphome folliculaire;30;C82;V8.0;02JUL2017:00:00:00;21.0
C820;Lymphome folliculaire, grade I;30;C82;V8.0;02JUL2017:00:00:00;21.0
C821;Lymphome folliculaire, grade II;30;C82;V8.0;02JUL2017:00:00:00;21.0
